Code,Name,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
000157,두산2우B,KOSPI,,,,,,,
454910,두산로보틱스,KOSPI,특수 목적용 기계 제조업,협동로봇,2023-10-05,12월,"박인원, 김민표, 조길성",http://www.doosanrobotics.com,경기도
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,"스캇성철박, 조덕제",http://www.doosanbobcat.com,경기도
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25,12월,"박지원, 정연인, 박상현",http://https://www.doosanenerbility.com/kr,경상남도
000155,두산우,KOSPI,,,,,,,
131970,두산테스나,KOSDAQ GLOBAL,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,2013-10-22,12월,"김도원, 김윤건",http://www.tesna.co.kr,경기도
336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,"이두순, 윤재동 (각자 대표이사)",http://www.doosanfuelcell.com,전북특별자치도
33626K,두산퓨얼셀1우,KOSPI,,,,,,,
33626L,두산퓨얼셀2우B,KOSPI,,,,,,,
016740,두올,KOSPI,자동차 신품 부품 제조업,시트 커버 및 시트 원단,2016-07-29,12월,"조인회, 정재열",http://www.idual.co.kr,서울특별시
073190,듀오백,KOSDAQ,가구 제조업,사무용 및 가정용 의자,2004-02-06,12월,정관영,http://duoback.co.kr,인천광역시
176750,듀켐바이오,KOSDAQ,의약품 제조업,방사성의약품,2024-12-20,12월,김상우,http://www.duchembio.com,서울특별시
030350,드래곤플라이,KOSDAQ,소프트웨어 개발 및 공급업,온라인게임,1997-11-10,12월,조 철,http://www.dragonflygame.com,서울특별시
203650,드림시큐리티,KOSDAQ,소프트웨어 개발 및 공급업,정보보안솔루션,2014-10-13,12월,"범진규, 오석주 (각자대표)",http://www.dreamsecurity.com,서울특별시
223250,드림씨아이에스,KOSDAQ,자연과학 및 공학 연구개발업,시판후조사대행(rPMS),2020-05-22,12월,유정희,http://www.dreamcis.com,서울특별시
060570,드림어스컴퍼니,KOSDAQ,영상·오디오물 제공 서비스업,온라인 음악 서비스,2003-12-19,12월,김동훈,http://dreamuscompany.com,서울특별시
362990,드림인사이트,KOSDAQ,광고업,광고대행,2024-01-25,12월,김기철,http://bydream.co.kr/,서울특별시
192650,드림텍,KOSPI,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도
016670,디모아,KOSDAQ,기타 전문 도매업,"h/w,s/w개발",1993-04-21,12월,이혁수,http://www.dimoa.co.kr,서울특별시
187870,디바이스,KOSDAQ,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비,2017-12-20,12월,"최봉진, 방인호 각자대표",http://www.deviceeng.co.kr,충청남도
489730,디비금융제13호스팩,KOSDAQ,기타 금융업,기업인수 및 합병,2024-11-28,12월,양준석,,서울특별시
0004Y0,디비금융제14호스팩,KOSDAQ,기타 금융업,기업인수목적회사,2025-07-22,12월,황선국,,서울특별시
024090,디씨엠,KOSPI,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",1999-08-18,12월,"정연택, 정동우(각자 대표)",http://www.dcmcorp.co.kr,경상남도
003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,박원호 조윤형,http://www.di.co.kr,서울특별시
092200,디아이씨,KOSPI,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,김정렬,http://dicorp.co.kr,울산광역시
110990,디아이티,KOSDAQ,특수 목적용 기계 제조업,평판디스플레이 검사장비,2018-08-07,12월,박종철,http://www.okdit.co.kr,경기도
263690,디알젬,KOSDAQ,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",2018-11-22,12월,박정병,http://www.drgem.co.kr,경기도
214680,디알텍,KOSDAQ,의료용 기기 제조업,"X-ray Detector, X-ray System",2015-04-20,12월,안성현,http://www.drtech.com,경기도
347850,디앤디파마텍,KOSDAQ,자연과학 및 공학 연구개발업,대사성질환 치료제 등,2024-05-02,12월,이슬기,http://www.ddpharmatech.com,경기도
377190,디앤디플랫폼리츠,KOSPI,부동산 임대 및 공급업,부동산 투자 및 관리,2021-08-27,03월,이양원,http://dndplatformreit.com/,서울특별시
263720,디앤씨미디어,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠,2017-08-01,12월,최원영,http://www.dncmedia.co.kr,서울특별시
376300,디어유,KOSDAQ,소프트웨어 개발 및 공급업,"모바일 어플리케이션(DearU bubble, Lysn)",2021-11-10,12월,안종오,http://www.dear-u.co,서울특별시
109740,디에스케이,KOSDAQ,특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",2009-09-23,12월,"김태구, 김종원(각자대표)",http://www.dsk.co.kr,경기도
031860,디에이치엑스컴퍼니,KOSDAQ,상품 종합 도매업,FLC,1997-01-07,12월,이상욱(단독대표),http://su-holdings.com,서울특별시
196490,디에이테크놀로지,KOSDAQ,특수 목적용 기계 제조업,2차전지설비,2014-11-19,12월,이상화,http://www.dat21.co.kr,경기도
066900,디에이피,KOSDAQ,전자부품 제조업,Build-Up PCB(인쇄회로기판),2004-05-14,12월,"권오일, 최봉윤",http://www.dapmc.co.kr,경기도
092070,디엔에프,KOSDAQ,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,신재호,http://www.dnfsolution.com,대전광역시
039840,디오,KOSDAQ,의료용 기기 제조업,자동포장기계,2000-06-29,12월,김종원,http://dio.co.kr,부산광역시
013570,디와이,KOSPI,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,김진호,http://www.dy.co.kr,인천광역시
024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23,12월,"윤성희, 배운교",http://www.duckyang.co.kr,울산광역시
219550,디와이디,KOSDAQ,생활용품 도매업,화장품 유통,2015-07-22,12월,김영덕,http://dydbio.com,경기도
310870,디와이씨,KOSDAQ,자동차 신품 부품 제조업,자동차 부품,2018-12-20,12월,"김용덕, 임동하(공동대표이사)",http://dycauto.com,경상북도
210540,디와이파워,KOSPI,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,박치웅,http://power.dy.co.kr,경상남도
104460,디와이피엔에프,KOSDAQ,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,유병욱,http://www.dypnf.com,서울특별시
079810,디이엔티,KOSDAQ,기타 전기장비 제조업,FPD공정검사장비,2005-01-26,12월,배성민,http://www.i-det.com,경기도
113810,디젠스,KOSDAQ,자동차 신품 부품 제조업,자동차용 소음기(머플러),2012-11-22,12월,이석우,http://www.dgenx.com,경기도
043360,디지아이,KOSDAQ,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터",2001-07-20,12월,최동호,http://www.dgi-net.com,경기도
197140,디지캡,KOSDAQ,소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등",2018-09-07,12월,범진규,http://www.digicaps.com,서울특별시
068930,디지털대성,KOSDAQ,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),2003-10-17,12월,김희선,http://www.digitaldaesung.com,서울특별시
033130,디지틀조선,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스,1997-08-06,12월,김영수,http://www.chosun.com,서울특별시
105740,디케이락,KOSDAQ,일반 목적용 기계 제조업,계장용 피팅 및 밸브,2010-11-12,12월,노은식,http://ddd.dklok.com,경상남도
263020,디케이앤디,KOSDAQ,플라스틱제품 제조업,합성피혁 및 부직포,2018-11-20,12월,최민석,http://www.dknd.co.kr,경기도
290550,디케이티,KOSDAQ,전자부품 제조업,스마트폰용 FPCA,2018-12-21,12월,이지열,http://www.dtktech.co.kr/,인천광역시
066670,디티씨,KOSDAQ,전자부품 제조업,LCD Module,2002-12-30,12월,박윤민,http://www.dtccorp.co.kr,충청남도
187220,디티앤씨,KOSDAQ,기타 과학기술 서비스업,전기전자규격 인증서비스,2014-12-17,12월,남기혁,http://www.dtnc.co.kr,경기도
383930,디티앤씨알오,KOSDAQ,자연과학 및 공학 연구개발업,비임상 및 임상시험 대체 용역,2022-11-11,12월,박채규,http://www.dtncro.com,경기도
131180,딜리,KOSDAQ,컴퓨터 및 주변장치 제조업,디지털 UV 프린터,2011-01-31,12월,최근수,,경기도
315640,딥노이드,KOSDAQ,소프트웨어 개발 및 공급업,"의료 인공지능플랫폼, 인공지능 임상의사결정 시스템",2021-08-17,12월,최우식,http://www.deepnoid.com,서울특별시
317120,라닉스,KOSDAQ,반도체 제조업,"자동차 및 IoT 통신, 보안솔루션",2019-09-18,12월,최승욱,http://www.ranix.co.kr,서울특별시
462510,라메디텍,KOSDAQ,의료용 기기 제조업,초소형 레이저 의료기기 및 미용기기,2024-06-17,12월,최종석,,서울특별시
042510,라온시큐어,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2001-01-03,12월,"이순형,이정아(각자대표)",http://www.raonsecure.com,서울특별시
232680,라온테크,KOSDAQ,특수 목적용 기계 제조업,반도체 및 FPD용 로봇시스템,2021-06-17,12월,김원경,http://www.raonrobot.com/,경기도
418420,라온텍,KOSDAQ,전자부품 제조업,"마이크로디스플레이, 컨트롤러 IC",2023-03-09,12월,김보은,RAON.io,경기도
300120,라온피플,KOSDAQ,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도
171120,라이온켐텍,KOSDAQ,기타 화학제품 제조업,"합성왁스, 인조대리석",2013-11-19,12월,"김홍진, 오종훈",http://www.lctkorea.com,대전광역시
388790,라이콤,KOSDAQ,통신 및 방송 장비 제조업,"제조업(광증폭기, 광송수신기, 광섬유레이저 외)",2021-09-03,12월,김성준,http://www.licomm.com,경기도
214260,라파스,KOSDAQ,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시
403360,라피치,KONEX,소프트웨어 개발 및 공급업,Conversational AI Service 제품 및 생체인증(음성) Service 제품,2021-12-14,12월,어범석,http://www.rapeech.com,서울특별시
171010,램테크놀러지,KOSDAQ,기초 화학물질 제조업,"반도체 식각액, 박리액, 세정액 등",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도
084650,랩지노믹스,KOSDAQ,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,류재학 대표이사,http://www.labgenomics.co.kr,경기도
217500,러셀,KOSDAQ,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도
092590,럭스피아,KONEX,반도체 제조업,"LED 패키지, LED 모듈",2015-10-30,12월,성석종,http://www.luxpialed.com,경기도
038390,레드캡투어,KOSDAQ,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시
294140,레몬,KOSDAQ,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,이종일,http://www.lemonano.co.kr,경상북도
443250,레뷰코퍼레이션,KOSDAQ,광고업,"REVU 서비스(컨텐츠마케팅, 로컬, 에이전시)",2023-10-06,12월,송인상,http://corp.revu.net,서울특별시
228670,레이,KOSDAQ,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도
228850,레이언스,KOSDAQ,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,서재정,http://www.rayence.com,경기도
412350,레이저쎌,KOSDAQ,특수 목적용 기계 제조업,"에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등",2022-06-24,12월,안건준,http://www.laserssel.com,경기도
199550,레이저옵텍,KOSDAQ,의료용 기기 제조업,레이저 기반 피부미용기기 및 질환치료기기,2024-02-01,12월,"주홍, 이창진",http://www.laseroptek.com,경기도
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,"협동로봇, 천문마운트시스템, 이족보행로봇 등",2021-02-03,12월,이정호,http://www.rainbow-robotics.com/new/index_ko.php,대전광역시
215100,로보로보,KOSDAQ,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,최영석,http://www.roborobo.co.kr,서울특별시
090360,로보스타,KOSDAQ,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,배병주,http://robostar.co.kr,경기도
238500,로보쓰리에이아이,KONEX,"그외 기타 전문, 과학 및 기술 서비스업","모듈, 퍼스널 모빌리티기기",2016-04-20,12월,황용운,http://www.robo3.com,서울특별시
108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26,12월,김병수,,서울특별시
900260,로스웰,KOSDAQ,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈",2016-06-30,12월,저우샹동,,홍콩
223220,로지스몬,KONEX,기타 운송관련 서비스업,모바일 컨텐츠 개발 및 유통,2015-07-09,12월,박호,http://ipmonster.co.kr,서울특별시
067730,로지시스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이호성,http://www.logisys.co.kr,서울특별시
071280,로체시스템즈,KOSDAQ,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도
376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,장기 재생 플랫폼,2025-05-12,12월,유석환,http://rokithealthcare.com,서울특별시
214610,롤링스톤,KOSDAQ,의료용 기기 제조업,체외진단용 의료기기,2020-10-22,12월,이재성,http://www.micobiomed.com,경기도
032350,롯데관광개발,KOSPI,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08,12월,"김기병, 백현, 김한준",http://lottetour.com,제주특별자치도
089860,롯데렌탈,KOSPI,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19,12월,최진환,http://www.lotterental.com/,경기도
330590,롯데리츠,KOSPI,부동산 임대 및 공급업,부동산투자,2019-10-30,06월,롯데에이엠씨 주식회사,http://www.lottereit.co.kr/,서울특별시
000400,롯데손해보험,KOSPI,보험업,손해보험업,1971-04-16,12월,이은호,http://www.lotteins.co.kr,서울특별시
023530,롯데쇼핑,KOSPI,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09,12월,"신동빈, 김상현(김 사무엘 상현), 정준호, 강성현",http://www.lotteshoppingir.com/,서울특별시
020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,김연섭,http://www.lotteenergymaterials.com,전북특별자치도
280360,롯데웰푸드,KOSPI,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,"신동빈, 이영구, 이창엽",http://www.lottewellfood.com,서울특별시
286940,롯데이노베이트,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI",2018-07-27,12월,김경엽,http://www.lotteinnovate.com,서울특별시
004000,롯데정밀화학,KOSPI,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,정승원,http://www.lottefinechem.com,울산광역시
004990,롯데지주,KOSPI,기타 금융업,지주회사,1974-02-16,12월,"신동빈,이동우",http://www.lotte.co.kr,서울특별시
00499K,롯데지주우,KOSPI,,,,,,,
005300,롯데칠성,KOSPI,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",1973-06-21,12월,박윤기,http://company.lottechilsung.co.kr,서울특별시
005305,롯데칠성우,KOSPI,,,,,,,
011170,롯데케미칼,KOSPI,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30,12월,"신동빈, 이영준, 황민재",http://www.lottechem.com,서울특별시
071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",2011-06-29,12월,남창희,http://company.himart.co.kr,서울특별시
328130,루닛,KOSDAQ,소프트웨어 개발 및 공급업,Lunit INSIGHT,2022-07-21,12월,서범석,http://www.lunit.io,서울특별시
038060,루멘스,KOSDAQ,반도체 제조업,LED개발 및 제조,2006-08-08,12월,박윤민,http://www.lumens.co.kr,경기도
474170,루미르,KOSDAQ,"항공기,우주선 및 부품 제조업","인공위성 시스템 및 전장품, 위성 영상 및 정보",2024-10-21,12월,남명용,http://www.lumir.space,경기도
162120,루켄테크놀러지스,KONEX,기타 전기장비 제조업,Vertical Probe Card. Test Socket. Probe Station & Unit.,2017-07-25,12월,안윤태,http://www.luken.co.kr,경기도
253610,루트락,KONEX,기타 전문 도매업,"인공슬관절, 척추 임플란트(의료기기 도·소매)",2020-12-24,12월,박종진,http://rootloc.com/,서울특별시
141080,리가켐바이오,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시
058470,리노공업,KOSDAQ GLOBAL,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://leeno.com/kr,부산광역시
016100,리더스코스메틱,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업",화장품,2003-01-15,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시
012700,리드코프,KOSDAQ,기타 전문 도매업,화공약품운반,1996-01-19,12월,이재중,http://www.leadcorp.co.kr,서울특별시
302550,리메드,KOSDAQ,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,이근용,http://remed.kr,충청북도
073570,리튬포어스,KOSDAQ,그외 기타 제품 제조업,"휴대폰액세서리의 제조, 판매",2004-01-06,12월,변재석,http://www.urbanlithium.com,서울특별시
377450,리파인,KOSDAQ,기타 정보 서비스업,권리조사,2021-10-29,12월,서호성,http://www.refine.co.kr,서울특별시
277070,린드먼아시아,KOSDAQ,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,12월,김진하,http://www.laic.kr,서울특별시
042500,링네트,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,"이주석, 이정민 (각자대표)",http://www.ringnet.co.kr,서울특별시
193250,링크드,KOSDAQ,전자부품 제조업,휴대폰용 진동모터,2014-12-29,12월,민용재,http://linkedseoul.com,서울특별시
474650,링크솔루션,KOSDAQ,특수 목적용 기계 제조업,3D 프린터 및 3D 프린팅 서비스,2025-06-10,12월,최근식,http://www.lincsolution.com,경기도
219420,링크제니시스,KOSDAQ,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도
439090,마녀공장,KOSDAQ,기타 화학제품 제조업,자연주의 기능성 화장품,2023-06-08,12월,"김기현, 송지혜(각자대표)",http://www.manyo.co.kr,서울특별시
027740,마니커,KOSPI,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29,12월,"안정원,엄영철(각자 대표이사)",http://www.maniker.co.kr,경기도
195500,마니커에프앤지,KOSDAQ,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,최장호,http://www.manikerfng.com,경기도
357430,마스턴프리미어리츠,KOSPI,부동산 임대 및 공급업,"프랑스 파리 소재 크리스탈파크, 프랑스 아마존 라스트마일 물류센터, 인천 항동 스마트물류센터",2022-05-31,03월,정범식,http://masternpremier.com,서울특별시
377480,마음AI,KOSDAQ,소프트웨어 개발 및 공급업,종합 인공지능 엔진 및 플랫폼,2021-11-23,12월,유태준,maum.ai,경기도
305090,마이크로디지탈,KOSDAQ,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도
448780,마이크로엔엑스,KONEX,의료용 기기 제조업,의료용구(전동기),2022-12-21,12월,이종건/정재경,http://www.micronx.co.kr,대구광역시
098120,마이크로컨텍솔,KOSDAQ,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도
424980,마이크로투나노,KOSDAQ,반도체 제조업,메모리 테스트용 프로브 카드,2023-04-26,12월,황규호,http://micro2nano.com,경기도
038290,마크로젠,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,12월,"서정선, 김창훈 (각자 대표이사)",http://www.macrogen.com,서울특별시
001080,만호제강,KOSPI,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18,06월,김상환,http://www.manhorope.com,부산광역시
267980,매일유업,KOSDAQ,동·식물성 유지 및 낙농제품 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,"김선희, 이인기, 곽정우(각자대표)",http://www.maeil.com,서울특별시
005990,매일홀딩스,KOSDAQ,동·식물성 유지 및 낙농제품 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시
093520,매커스,KOSDAQ,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시
088980,맥쿼리인프라,KOSPI,신탁업 및 집합투자업,증권투자회사,2006-03-15,12월,맥쿼리자산운용(주),http://www.macquarie.com/kr/kr/mkif/index.html,서울특별시
094800,맵스리얼티,KOSPI,신탁업 및 집합투자업,,2007-04-09,12월,미래에셋자산운용(주),http://www.miraeasset.com,서울특별시
179720,머니무브,KONEX,기타 금융업,"신용평가솔루션, 온라인투자연계금융서비스",2013-07-01,12월,이상규,http://www.lendingmachine.co.kr,서울특별시
100590,머큐리,KOSDAQ,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비",2018-12-14,12월,"김종협, 김상우(각자대표)",,인천광역시
067280,멀티캠퍼스,KOSDAQ,기타 교육기관,성인/기업전문 교육서비스,2006-11-16,12월,정석목,http://www.multicampus.com,서울특별시
072870,메가스터디,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,"손주은, 손은진(각자 대표이사)",http://www.megastudyholdings.com,서울특별시
215200,메가스터디교육,KOSDAQ GLOBAL,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04,12월,손성은,http://www.megastudy.net,서울특별시
133750,메가엠디,KOSDAQ,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18,12월,윤용국,http:// http://www.megamd.co.kr,서울특별시
446540,메가터치,KOSDAQ,일차전지 및 이차전지 제조업,"배터리 핀, 반도체 핀",2023-11-09,12월,윤재홍,http://www.megatouch.co.kr/,충청남도
235980,메드팩토,KOSDAQ,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19,12월,김성진,http://www.medpacto.com,서울특별시
200580,메디쎄이,KONEX,의료용 기기 제조업,정형외과용 척추임플란트,2015-10-20,12월,성경수,http://www.medyssey.co.kr,충청북도
041920,메디아나,KOSDAQ,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07,12월,곽민철,http://www.mediana.co.kr,강원특별자치도
233250,메디안디노스틱,KONEX,의료용품 및 기타 의약 관련제품 제조업,동물질병 체외진단키트 및 진단용 시약,2017-06-26,12월,"오진식, 고민수(각자 대표이사)",http://www.mediandiagnostics.com,강원특별자치도
014100,메디앙스,KOSDAQ,상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,박수찬,http://www.medience.co.kr,서울특별시
236340,메디젠휴먼케어,KONEX,자연과학 및 공학 연구개발업,M-CHECK (개인별 유전적 질병 예측 서비스),2016-01-26,12월,신동직,http://www.medizencare.com,서울특별시
054180,메디콕스,KOSDAQ,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,조태용,http://www.megabion.co.kr,서울특별시
086900,메디톡스,KOSDAQ,기초 의약물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도
078160,메디포스트,KOSDAQ,기초 의약물질 제조업,제대혈은행,2005-07-29,12월,오원일,http://www.medi-post.co.kr,경기도
138040,메리츠금융지주,KOSPI,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시
408920,메쎄이상,KOSDAQ,기타 사업지원 서비스업,"전시주최, 컨벤션 및 행사 대행업",2022-03-07,12월,조원표,http://messeesang.com,서울특별시
021880,메이슨캐피탈,KOSDAQ,기타 금융업,리스수입,1996-09-02,03월,김형우,http://mason-capital.co.kr,전북특별자치도
140410,메지온,KOSDAQ,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시
241770,메카로,KOSDAQ,반도체 제조업,반도체용 전구체 및 히터블록,2017-12-06,12월,"이재정, 박영순 (각자대표)",http://www.mecaro.com,경기도
090370,메타랩스,KOSPI,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26,12월,하지성,http://www.metalabs.co.kr,서울특별시
059210,메타바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도
118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,"의약품, 의료소모품, 의료기기 도매",2009-12-30,12월,이수진,http://www.meta-care.co.kr,경기도
058110,멕아이씨에스,KOSDAQ,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도
017180,명문제약,KOSPI,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,배철한,http://www.mmpharm.co.kr,경기도
009900,명신산업,KOSPI,자동차 신품 부품 제조업,자동차차체부품,2020-12-07,12월,최우철,http://www.myoungshinindustry.com,경상북도
